iter	Logloss
118	0.3970714947
119	0.3960945198
120	0.395405881
121	0.3950077091
122	0.3940330024
123	0.393361272
124	0.3926807094
125	0.3922262106
126	0.3917561437
127	0.391203803
128	0.390767759
129	0.3900351997
130	0.3896295358
131	0.3891074722
132	0.3883704452
133	0.3879910718
134	0.3876797444
135	0.3874027493
136	0.387095374
137	0.3864229219
138	0.3857503668
139	0.3850570541
140	0.3846909119
141	0.3843480016
142	0.3837385435
143	0.3833519875
144	0.382966222
145	0.3823966636
146	0.3821045472
147	0.3816793287
148	0.3813401643
149	0.3807574779
150	0.3802787506
151	0.3796250283
152	0.3791501157
153	0.3786381902
154	0.3781384305
155	0.3777882
156	0.3775111705
157	0.377268164
158	0.3768129778
159	0.3763100564
160	0.3759503408
161	0.3755245381
162	0.3753615714
163	0.3752968591
164	0.374978727
165	0.3746388066
166	0.3743671383
167	0.3737613575
168	0.3734387922
169	0.3730851938
170	0.3726067758
171	0.3722110783
172	0.3719810623
173	0.3718544213
174	0.371405318
175	0.3712101154
176	0.370910782
177	0.3705678373
178	0.3700946773
179	0.3698031451
180	0.3694273115
181	0.3691897006
182	0.3690208229
183	0.3684771082
184	0.3680385212
185	0.3677004565
186	0.3672742758
187	0.3667336541
188	0.36660935
189	0.3661555041
190	0.3659871419
191	0.3657650647
192	0.3655798285
193	0.3653649339
194	0.3651717933
195	0.3646456744
196	0.3644609194
197	0.3642497363
198	0.3638837316
199	0.3636379757
200	0.3634197476
201	0.363137185
202	0.3630435359
203	0.3627940685
204	0.3627366762
205	0.3624895113
206	0.3623193277
207	0.3620211627
208	0.361892116
209	0.3618603268
210	0.3616162893
211	0.3614887547
212	0.3612426552
213	0.3610762175
214	0.3608585392
215	0.3607034769
216	0.3605317124
217	0.3602914896
218	0.3601306537
219	0.3598102879
220	0.3594649719
221	0.3592978469
222	0.3590784846
223	0.3590333956
224	0.3584730475
225	0.3582139574
226	0.3581157375
227	0.3578502552
228	0.3576703458
229	0.357542227
230	0.3573895016
231	0.3570245279
232	0.3568258887
233	0.3567674998
234	0.3563082583
235	0.3561538146
236	0.3560263831
237	0.3559548318
238	0.3558369886
239	0.3557094196
240	0.3556053574
241	0.3555897893
242	0.3554000167
243	0.3550339432
244	0.3547381152
245	0.3545232549
246	0.3542827572
247	0.354026004
248	0.3538288426
249	0.353708903
250	0.3535945995
251	0.3533975756
252	0.3531237422
253	0.3530527751
254	0.3528563697
255	0.3527244018
256	0.3525927432
257	0.352364205
258	0.3520829484
259	0.3518882958
260	0.3518011076
261	0.3516268344
262	0.3514021452
263	0.35112814
264	0.3510670018
265	0.3509034509
266	0.3505562791
267	0.3504125234
268	0.3500396454
269	0.3499100831
270	0.3497940613
271	0.3496754277
272	0.3494679563
273	0.349333892
274	0.3493099728
275	0.3489900537
276	0.348937026
277	0.3487292453
278	0.3485880671
279	0.3485116701
280	0.3483718322
281	0.3483570546
282	0.348158003
283	0.3481364895
284	0.3479663058
285	0.3477885616
286	0.3476571435
287	0.3474007684
288	0.3472802789
289	0.3471469364
290	0.3470387845
291	0.3469998128
292	0.3466644287
293	0.3463327219
294	0.3462540223
295	0.3459932482
296	0.345760586
297	0.3455276833
298	0.3454409763
299	0.3454398078
300	0.3452641255
301	0.34514288
302	0.3449708406
303	0.3447944023
304	0.3446836729
305	0.3445235244
306	0.3442003405
307	0.3439518009
308	0.343667795
309	0.343531222
310	0.3434264037
311	0.3433455734
312	0.3431394079
313	0.3430104986
314	0.3427525769
315	0.3425980989
316	0.3424797058
317	0.342453759
318	0.3423193854
319	0.3422203751
320	0.3418956104
321	0.3417649828
322	0.3416778633
323	0.3413749901
324	0.3410533871
325	0.3409958229
326	0.340936403
327	0.3409238592
328	0.3408540605
329	0.3406770723
330	0.340534657
331	0.3404332066
332	0.3403260515
333	0.3400797114
334	0.3399083593
335	0.3396878629
336	0.3395956228
337	0.3393540941
338	0.3391220849
339	0.3388643351
340	0.3387453234
341	0.3384373295
342	0.3383736482
343	0.3382588292
344	0.3382183453
345	0.3379695308
346	0.3377297547
347	0.3376183725
348	0.3374096295
349	0.3372846036
350	0.337006715
351	0.3367337751
352	0.3366856962
353	0.3366258638
354	0.3365670281
355	0.3363833728
356	0.3363198976
357	0.3362191003
358	0.3361088177
359	0.3360299463
360	0.3360133815
361	0.3359088382
362	0.3358097248
363	0.3357392388
364	0.3356807125
365	0.3355059581
366	0.3353781829
367	0.3351157249
368	0.3350234504
369	0.334781956
370	0.3347545314
371	0.3346633567
372	0.3346365164
373	0.3345666146
374	0.334468979
375	0.3342681747
376	0.334100603
377	0.3340764432
378	0.3339765738
379	0.3337189958
380	0.3334617271
381	0.3333962587
382	0.3333032282
383	0.3332938804
384	0.3330717001
385	0.3328801748
386	0.3328657408
387	0.3325821129
388	0.3325064032
389	0.3322734661
390	0.3322574512
391	0.3321346936
392	0.3320178126
393	0.3319313118
394	0.3315792943
395	0.3313596571
396	0.331074139
397	0.3308972883
398	0.3308469411
399	0.3307555602
400	0.3306420472
401	0.3306383013
402	0.3305178806
403	0.3303191726
404	0.3301852802
405	0.33011909
406	0.3300669215
407	0.3299597663
408	0.3298305477
409	0.3296429058
410	0.3295741038
411	0.3294064633
412	0.3293460468
413	0.3293020575
414	0.3291545215
415	0.3291077141
416	0.3290924897
417	0.3288842279
418	0.3288170754
419	0.3287171372
420	0.3285197353
421	0.3284808322
422	0.3282867294
423	0.328208236
424	0.3280493934
425	0.3278939187
426	0.3276740409
427	0.3275761647
428	0.3275555791
429	0.3274880487
430	0.3273685215
431	0.3271893338
432	0.3270483618
433	0.3270169164
434	0.3269946124
435	0.3269331649
436	0.3267062076
437	0.3265279134
438	0.3265047503
439	0.3264027501
440	0.3263167991
441	0.3262710915
442	0.3262507808
443	0.3261212186
444	0.3258841575
445	0.3258366628
446	0.3257429449
447	0.3257048323
448	0.3256430411
449	0.3255861987
450	0.3255194243
451	0.3252448005
452	0.3250638945
453	0.3249771531
454	0.3249566362
455	0.324755935
456	0.3245864731
457	0.3245335484
458	0.3244478037
459	0.3244105159
460	0.3243075878
461	0.3242453498
462	0.3242278572
463	0.3241940748
464	0.3241081925
465	0.3239585945
466	0.323889655
467	0.3238188941
468	0.3237325307
469	0.3236617355
470	0.3235824173
471	0.3235237878
472	0.3233942943
473	0.3233804101
474	0.323187682
475	0.3230949608
476	0.3229862248
477	0.3228012978
478	0.3227778598
479	0.3226240347
480	0.3224910702
481	0.3224583188
482	0.3224192439
483	0.3222802996
484	0.3222523595
485	0.3222161714
486	0.3222012906
487	0.3220951665
488	0.32207544
489	0.3219562565
490	0.3219417538
491	0.3218038404
492	0.3217444892
493	0.3215150575
494	0.3213527095
495	0.3211539329
496	0.3209901414
497	0.3209308246
498	0.3209199304
499	0.3208884849
500	0.3206851719
501	0.320521243
502	0.3203277244
503	0.3203256281
504	0.3201880928
505	0.3201008015
506	0.3200446464
507	0.319915256
508	0.3198862505
509	0.3197853157
510	0.3197515677
511	0.3197474437
512	0.3196763391
513	0.3195492169
514	0.3194907936
515	0.3194591763
516	0.3193100938
517	0.3191190153
518	0.3190321708
519	0.3188861469
520	0.3187989931
521	0.3187760362
522	0.3186370231
523	0.3185632379
524	0.3184430234
525	0.3184203414
526	0.3183576567
527	0.3182645231
528	0.3182059279
529	0.3179776303
530	0.3179684201
531	0.3179601034
532	0.3179133647
533	0.3178345276
534	0.3178007796
535	0.3176789842
536	0.317532548
537	0.3174567351
538	0.3173490988
539	0.3173208494
540	0.3172579929
541	0.3171442049
542	0.3171305613
543	0.3169976999
544	0.3169921325
545	0.3167810526
546	0.3167268908
547	0.3164599994
548	0.3164096179
549	0.3163352485
550	0.3162502942
551	0.3161650649
552	0.3161327259
553	0.3160817602
554	0.3159748112
555	0.3158970738
556	0.3158090265
557	0.3157387123
558	0.315561243
559	0.3154760137
560	0.3154008195
561	0.315366556
562	0.3153274124
563	0.3152056857
564	0.3151688791
565	0.3149943996
566	0.3147673736
567	0.3146853748
568	0.3145641636
569	0.3145137821
570	0.3143507124
571	0.3142417358
572	0.3141936912
573	0.3141406635
574	0.313928965
575	0.3139128814
576	0.3138124964
577	0.3136699436
578	0.3135883916
579	0.313526944
580	0.3133832571
581	0.3131395288
582	0.31313214
583	0.3130773596
584	0.3130457423
585	0.3129551862
586	0.3127319061
587	0.3127022477
588	0.312573304
589	0.3125592825
590	0.3124034297
591	0.3122238984
592	0.3122168532
593	0.312187676
594	0.3119868373
595	0.3119728844
596	0.3119429167
597	0.3117612547
598	0.3116926588
599	0.311656024
600	0.3116228258
601	0.311576259
602	0.3114353214
603	0.3113993052
604	0.3112616668
605	0.3111571578
606	0.3111074637
607	0.311079283
608	0.3110426825
609	0.3110269083
610	0.3109873179
611	0.3108077522
612	0.3106763341
613	0.3106254371
614	0.3105961568
615	0.3104586215
616	0.3102712545
617	0.3101467098
618	0.3101025143
619	0.310057494
620	0.3100328188
621	0.309975289
622	0.3099293064
623	0.3097471289
624	0.309622103
625	0.3096119305
626	0.3095488333
627	0.3094066586
628	0.3093597481
629	0.309248572
630	0.3090143977
631	0.3089237385
632	0.3089044932
633	0.3088659682
634	0.3087395333
635	0.3086728276
636	0.3086585655
637	0.3085753982
638	0.3084549088
639	0.3083632186
640	0.3082969597
641	0.308245719
642	0.3081478772
643	0.3079864571
644	0.3078417391
645	0.3077513549
646	0.3077063346
647	0.3075334016
648	0.3074616784
649	0.3073816729
650	0.3072811505
651	0.3071796314
652	0.3071711085
653	0.3071451617
654	0.3071289406
655	0.3070050145
656	0.3069105062
657	0.3067389823
658	0.3065101005
659	0.3063333872
660	0.3061559522
661	0.3060550174
662	0.3059874526
663	0.3059558353
664	0.3058861397
665	0.3058578216
666	0.3058014603
667	0.3056633408
668	0.3056388718
669	0.3056285274
670	0.3055995219
671	0.3055815826
672	0.3055202725
673	0.305514602
674	0.3053531819
675	0.3052795685
676	0.3052435523
677	0.3050277985
678	0.3050077284
679	0.3048298123
680	0.3048006694
681	0.3046328227
682	0.3045642612
683	0.3044947031
684	0.3043362386
685	0.3042907028
686	0.3041700758
687	0.3041249181
688	0.3040095493
689	0.3039351455
690	0.3039200929
691	0.3038605011
692	0.303640967
693	0.3035376609
694	0.3035093084
695	0.303428375
696	0.3033696424
697	0.3032270552
698	0.3029924685
699	0.3029187177
700	0.3028127653
701	0.302771216
702	0.3025782817
703	0.3025448773
704	0.3023088816
705	0.3022413855
706	0.3021985303
707	0.3019928803
708	0.3018410829
709	0.3018367527
710	0.3017665416
711	0.301708462
712	0.3016288345
713	0.3015508566
714	0.3014966948
715	0.3013345186
716	0.3012430689
717	0.3011709677
718	0.3010422303
719	0.3009773461
720	0.3007804596
721	0.3006789749
722	0.3006747478
723	0.3005550488
724	0.3004490964
725	0.3003984056
726	0.3001855043
727	0.300179765
728	0.3001467043
729	0.3001370817
730	0.3000793457
731	0.300030167
732	0.3000165578
733	0.2998196026
734	0.2997949274
735	0.2997606982
736	0.2997261254
737	0.2997006253
738	0.2994869679
739	0.2993388477
740	0.2992820396
741	0.2991044328
742	0.2990395142
743	0.298937136
744	0.2988647598
745	0.2988142065
746	0.2985857714
747	0.298510371
748	0.2983138282
749	0.2982917992
750	0.2982265713
751	0.2981021641
752	0.2979435276
753	0.2978610477
754	0.2977920395
755	0.2977492186
756	0.2977140272
757	0.2976716875
758	0.2975431563
759	0.2974406749
760	0.2973525245
761	0.2973286397
762	0.2972779145
763	0.2972170168
764	0.2971611367
765	0.2969928088
766	0.2969547993
767	0.2968829731
768	0.2966457745
769	0.2965731921
770	0.2965144939
771	0.2964632189
772	0.2963268177
773	0.2961401037
774	0.2961206522
775	0.2960902034
776	0.2960714048
777	0.2959355191
778	0.2957498361
779	0.2957197997
780	0.2955864228
781	0.2954775836
782	0.2953346871
783	0.2953073313
784	0.2952648885
785	0.2952614862
786	0.2951656032
787	0.2951161153
788	0.2950596852
789	0.2948914949
790	0.2947637197
791	0.2947243012
792	0.2946090011
793	0.2945347691
794	0.2943815283
795	0.2943343085
796	0.2942166371
797	0.2942010691
798	0.2940086159
799	0.2938705994
800	0.2936682486
801	0.29349291
802	0.2933940028
803	0.2933474704
804	0.2931760496
805	0.2931011303
806	0.292917475
807	0.2927880502
808	0.2925991024
809	0.2925276885
810	0.2923670932
811	0.2923369193
812	0.2922870877
813	0.2922363969
814	0.2921257363
815	0.2920843245
816	0.2920258668
817	0.2918892938
818	0.2918328637
819	0.2917217564
820	0.2916640548
821	0.2915567278
822	0.2914326298
823	0.2913960981
824	0.2912035418
825	0.2910908192
826	0.2909695737
827	0.2908730034
828	0.2907048818
829	0.2906234329
830	0.2905449738
831	0.2904578544
832	0.2903695321
833	0.290286468
834	0.2902219961
835	0.2900539089
836	0.2899988192
837	0.2899486782
838	0.2898768176
839	0.2898656484
840	0.2897229581
841	0.2895703702
842	0.2895283055
843	0.2894772366
844	0.2894258929
845	0.2893017949
846	0.2892724802
847	0.2891371443
848	0.2890166893
849	0.2889556885
850	0.2888696
851	0.2887971208
852	0.2887268754
853	0.2887172527
854	0.2886575235
855	0.2886092727
856	0.2885938077
857	0.2885242497
858	0.2884221807
859	0.2883781914
860	0.2882812088
861	0.2882231463
862	0.2881675926
863	0.2881171768
864	0.288056176
865	0.2880451099
866	0.287910891
867	0.2877047599
868	0.2876620422
869	0.2876180357
870	0.2875754898
871	0.2874635748
872	0.2874052374
873	0.2873787407
874	0.2872119594
875	0.287044886
876	0.2870129766
877	0.2869730597
878	0.2869487969
879	0.2868406107
880	0.2867760014
881	0.286766121
882	0.2866370399
883	0.2865433049
884	0.286403089
885	0.2862749357
886	0.286109804
887	0.2859937651
888	0.2859022811
889	0.2857652441
890	0.2856500643
891	0.2856366269
892	0.2856020025
893	0.2854908264
894	0.2854321454
895	0.2853178935
896	0.2852060129
897	0.285155219
898	0.2851035659
899	0.2850587518
900	0.2848904584
901	0.2848479469
902	0.2848128757
903	0.2846729175
904	0.2845240413
905	0.2844391213
906	0.284364666
907	0.2842529228
908	0.2842010292
909	0.2841470048
910	0.2840261373
911	0.2839687279
912	0.2838188378
913	0.2837120606
914	0.2835616206
915	0.2834915299
916	0.2833326529
917	0.2831399591
918	0.2830186964
919	0.2830025269
920	0.28286128
921	0.2828277382
922	0.2827326629
923	0.2826608194
924	0.2825476157
925	0.2825093312
926	0.2824587779
927	0.2823786521
928	0.2823180637
929	0.2822277138
930	0.2821958387
931	0.2821491001
932	0.282089852
933	0.2820520831
934	0.2818811777
935	0.2816574681
936	0.281572634
937	0.2814740018
938	0.2814424532
939	0.2814056809
940	0.2813774659
941	0.2813336656
942	0.2813007595
943	0.281246254
944	0.2812124201
945	0.2810671523
946	0.2810103958
947	0.2809393599
948	0.2808930337
949	0.28083626
950	0.2807057011
951	0.2806490133
952	0.2805738879
953	0.2804096497
954	0.2803752315
955	0.2803295582
956	0.2801906483
957	0.2800549516
958	0.2800031267
959	0.2799810461
960	0.2798482878
961	0.2797134846
962	0.2796726055
963	0.2796409195
964	0.2794606836
965	0.279368392
966	0.2793372214
967	0.2792569925
968	0.2792368708
969	0.2791939813
970	0.2791682407
971	0.2790267876
972	0.2788430463
973	0.2788029748
974	0.2787806537
975	0.2787302378
976	0.2786785847
977	0.278635867
978	0.2786104357
979	0.2784832619
980	0.2784577963
981	0.2784345129
982	0.2783767769
983	0.2783579955
984	0.2783196595
985	0.2782860146
986	0.2782637622
987	0.278128392
988	0.2779326052
989	0.2778660714
990	0.2778158274
991	0.2776918669
992	0.2775488501
993	0.2775276287
994	0.2775074727
995	0.2773733912
996	0.2772538125
997	0.2771688238
998	0.2771291303
999	0.2771093351
